geneid	ID	Kegg	Pubmed
1062951	lp_1425	{'lpl00020': 'Citrate cycle (TCA cycle)', 'lpl00190': 'Oxidative phosphorylation', 'lpl00620': 'Pyruvate metabolism', 'lpl00650': 'Butanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl02020': 'Two-component system'}	[]
1062942	lp_1426	No pathway found	[]
1062959	lp_1427	No pathway found	[]
1062955	lp_1430	No pathway found	[]
1062960	lp_1431	No pathway found	[]
1062954	lp_1435	No pathway found	[]
1062952	lp_1436	No pathway found	[]
1062969	lp_1437	{'lpl00740': 'Riboflavin metabolism', 'lpl00790': 'Folate biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062965	lp_1438	{'lpl00740': 'Riboflavin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062972	lp_1440	No pathway found	[]
1062963	lp_1442	No pathway found	[]
1062962	lp_1443	No pathway found	[]
1062981	lp_1445	No pathway found	[]
1062973	lp_1446	No pathway found	[]
1062984	lp_1447	No pathway found	[]
1062971	lp_1448	No pathway found	[]
1062970	lp_1449	No pathway found	[]
1063005	lp_1450	No pathway found	[]
1062988	lp_1452	No pathway found	[]
1063010	lp_1453	No pathway found	[]
1062983	lp_1454	No pathway found	[]
1063016	lp_1455	No pathway found	[]
1063012	lp_1456	No pathway found	[]
1063009	lp_1457	No pathway found	[]
1063006	lp_1458	No pathway found	[]
1063024	lp_1459	No pathway found	[]
1063020	lp_1460	No pathway found	[]
1063027	lp_1461	No pathway found	[]
1063018	lp_1462	{'lpl00471': 'D-Glutamine and D-glutamate metabolism', 'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1063017	lp_1465	No pathway found	[]
1063032	lp_1466	No pathway found	[]
1063028	lp_1467	No pathway found	[]
1063033	lp_1468	No pathway found	[]
1063026	lp_1469	No pathway found	[]
1063025	lp_1470	{'lpl00450': 'Selenocompound metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063042	lp_1471	No pathway found	[]
1063043	lp_1472	No pathway found	[]
1063045	lp_1482	No pathway found	[]
1063035	lp_1483	No pathway found	[]
1063034	lp_1507	No pathway found	[]
1063050	lp_1508	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03030': 'DNA replication', 'lpl03410': 'Base excision repair', 'lpl03420': 'Nucleotide excision repair', 'lpl03440': 'Homologous recombination'}	[]
1063251	lp_1509	{'lpl03410': 'Base excision repair'}	['28488193', '26988295', '24520233', '24248101', '23213739', '23017393', '25774177', '21472101', '21178285', '20811135']
1063249	lp_1510	{'lpl00770': 'Pantothenate and CoA biosynthesis', 'lpl01100': 'Metabolic pathways'}	['28488193', '26988295', '24520233', '24248101', '23213739', '23017393', '25774177', '21472101', '21178285', '20811135']
1063265	lp_1511	No pathway found	['7605670']
1063273	lp_1512	No pathway found	['22779748', '12708820', '10731605', '8613402', '8576327']
1063261	lp_1513	No pathway found	['28585439', '28558098', '28420389', '28397219', '28395739', '28126741', '28087438', '28033126', '27989803', '27871051']
1063282	lp_1514	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063272	lp_1515	No pathway found	[]
1063288	lp_1516	{'lpl03010': 'Ribosome'}	[]
1063283	lp_1517	{'lpl03010': 'Ribosome'}	[]
1063287	lp_1518	No pathway found	[]
1063280	lp_1519	No pathway found	[]
1063296	lp_1521	No pathway found	[]
1063290	lp_1522	No pathway found	[]
1063308	lp_1523	{'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl01054': 'Nonribosomal peptide structures'}	[]
1063303	lp_1525	No pathway found	[]
1063309	lp_1527	No pathway found	[]
1063301	lp_1528	No pathway found	[]
1063325	lp_1529	No pathway found	[]
1063326	lp_1530	{'lpl00760': 'Nicotinate and nicotinamide metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063314	lp_1531	No pathway found	[]
1063329	lp_1532	No pathway found	[]
1063311	lp_1533	No pathway found	[]
1063336	lp_1534	No pathway found	[]
1063337	lp_1535	No pathway found	[]
1063327	lp_1539	No pathway found	[]
1063347	lp_1540	No pathway found	[]
1063342	lp_1541	{'lpl00030': 'Pentose phosphate pathway', 'lpl00480': 'Glutathione metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism'}	[]
1063349	lp_1543	No pathway found	[]
1063339	lp_1544	No pathway found	[]
1063362	lp_1545	No pathway found	[]
1063355	lp_1546	No pathway found	[]
1063351	lp_1548	No pathway found	[]
1063350	lp_1549	No pathway found	[]
1063370	lp_1552	No pathway found	[]
1063366	lp_1553	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1063376	lp_1554	{'lpl00620': 'Pyruvate metabolism', 'lpl00627': 'Aminobenzoate degradation', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1063364	lp_1555	No pathway found	[]
1063363	lp_1556	No pathway found	[]
1063377	lp_1557	No pathway found	['29706427', '29702590', '29688535', '29678421', '29662006', '29650947', '29615978', '29594222', '29552625', '29545181']
1063394	lp_1558	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063375	lp_1559	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063372	lp_1561	No pathway found	['11975733', '8111013']
1063403	lp_1562	{'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063390	lp_1563	No pathway found	[]
1063388	lp_1564	No pathway found	['29796625', '26781224', '26449607', '26400964', '20523893', '15989961', '7499430']
1063407	lp_1565	No pathway found	['7492314']
1063410	lp_1566	No pathway found	[]
1063412	lp_1567	No pathway found	['29800611', '29539912', '29424932', '29258443', '29250085', '29066357', '29040900', '28917145', '28888161', '28824666']
1063400	lp_1568	No pathway found	['29864495', '29863598', '29862862', '29862581', '29862555', '29860085', '29857813', '29857812', '29857811', '29857697']
1063417	lp_1570	{'lpl00670': 'One carbon pool by folate', 'lpl01100': 'Metabolic pathways'}	[]
1063420	lp_1571	No pathway found	['29439444', '27618662', '27167971', '26657092', '25081413', '24780125', '22363683', '22195566', '21298007', '20882639']
1063413	lp_1572	No pathway found	[]
1063418	lp_1573	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00052': 'Galactose metabolism', 'lpl00500': 'Starch and sucrose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl00521': 'Streptomycin biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism'}	['28488193', '26988295', '24520233', '24248101', '23213739', '23017393', '25774177', '21472101', '21178285', '20811135']
1063411	lp_1574	No pathway found	[]
1063434	lp_1576	No pathway found	[]
1063436	lp_1577	No pathway found	[]
1063427	lp_1578	{'lpl00564': 'Glycerophospholipid metabolism'}	[]
1063423	lp_1579	{'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1063446	lp_1580	No pathway found	[]
1063439	lp_1581	{'lpl00220': 'Arginine biosynthesis', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl00630': 'Glyoxylate and dicarboxylate metabolism', 'lpl00910': 'Nitrogen metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01230': 'Biosynthesis of amino acids', 'lpl02020': 'Two-component system'}	[]
1063451	lp_1583	No pathway found	[]
1063437	lp_1584	No pathway found	[]
1063457	lp_1585	No pathway found	[]
1063453	lp_1586	No pathway found	[]
1063450	lp_1587	No pathway found	[]
1063449	lp_1591	No pathway found	[]
1063469	lp_1592	{'lpl03010': 'Ribosome'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063471	lp_1593	No pathway found	[]
1063462	lp_1594	{'lpl03010': 'Ribosome'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063470	lp_1595	No pathway found	[]
1063460	lp_1596	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063479	lp_1597	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063475	lp_1598	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063491	lp_1599	{'lpl00670': 'One carbon pool by folate', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01200': 'Carbon metabolism'}	['27542599', '27525886', '27038171', '25831041', '25318583', '25043251', '23497230', '22530590', '21635727', '20412124']
1063484	lp_1600	{'lpl03430': 'Mismatch repair'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063481	lp_1601	{'lpl03430': 'Mismatch repair'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063500	lp_1602	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063496	lp_1603	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063501	lp_1604	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063493	lp_1605	No pathway found	['28638980', '27819220', '27795899', '27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967']
1063514	lp_1607	{'lpl02010': 'ABC transporters'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063507	lp_1608	{'lpl02010': 'ABC transporters'}	['28475027', '22611203', '22504804', '20693359']
1063515	lp_1609	{'lpl02010': 'ABC transporters'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063503	lp_1610	{'lpl02010': 'ABC transporters'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063502	lp_1611	No pathway found	[]
1063524	lp_1612	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063519	lp_1613	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03020': 'RNA polymerase'}	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063529	lp_1614	{'lpl00770': 'Pantothenate and CoA biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1063516	lp_1615	{'lpl03440': 'Homologous recombination'}	[]
1062634	lp_1616	{'lpl00670': 'One carbon pool by folate', 'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063530	lp_1617	No pathway found	[]
1062628	lp_1618	No pathway found	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063527	lp_1619	No pathway found	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063528	lp_1635	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1062650	lp_1636	{'lpl03010': 'Ribosome'}	[]
1062812	lp_1637	No pathway found	[]
1062732	lp_1638	No pathway found	[]
1062961	lp_1639	No pathway found	[]
1062894	lp_1640	{'lpl03010': 'Ribosome'}	[]
1062987	lp_1642	No pathway found	[]
1062250	lp_1645	No pathway found	[]
1061842	lp_1648	No pathway found	[]
1061859	lp_1649	No pathway found	[]
1062207	lp_1652	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids', 'lpl02024': 'Quorum sensing'}	[]
1061445	lp_1653	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids', 'lpl02024': 'Quorum sensing'}	[]
1061627	lp_1654	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062610	lp_1655	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061754	lp_1656	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061135	lp_1657	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061843	lp_1658	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061469	lp_1659	No pathway found	[]
1062208	lp_1660	No pathway found	[]
1061490	lp_1662	No pathway found	[]
1061798	lp_1663	No pathway found	[]
1062975	lp_1664	No pathway found	[]
1064208	lp_1665	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00350': 'Tyrosine metabolism', 'lpl00625': 'Chloroalkane and chloroalkene degradation', 'lpl00626': 'Naphthalene degradation', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01220': 'Degradation of aromatic compounds'}	[]
1061807	lp_1667	No pathway found	[]
1062544	lp_1668	No pathway found	[]
1062622	lp_1669	No pathway found	[]
11933316	lp_1670	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00780': 'Biotin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1061811	lp_1671	{'lpl00061': 'Fatty acid biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1061491	lp_1672	No pathway found	[]
1061861	lp_1673	{'lpl00061': 'Fatty acid biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01212': 'Fatty acid metabolism'}	[]
1061575	lp_1674	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00780': 'Biotin metabolism', 'lpl01040': 'Biosynthesis of unsaturated fatty acids', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01212': 'Fatty acid metabolism'}	[]
1062205	lp_1675	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00780': 'Biotin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1062188	lp_1676	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1064135	lp_1677	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00780': 'Biotin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1061814	lp_1678	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1062621	lp_1679	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1061982	lp_1680	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1062561	lp_1681	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00780': 'Biotin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01212': 'Fatty acid metabolism'}	[]
1062618	lp_1682	{'lpl00770': 'Pantothenate and CoA biosynthesis'}	[]
1061855	lp_1684	No pathway found	[]
1061809	lp_1685	No pathway found	[]
1061846	lp_1686	No pathway found	[]
1061840	lp_1687	{'lpl00730': 'Thiamine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061844	lp_1688	No pathway found	[]
1062766	lp_1689	No pathway found	[]
1061845	lp_1690	No pathway found	[]
1061884	lp_1694	No pathway found	[]
1062620	lp_1695	No pathway found	[]
1061863	lp_1696	No pathway found	[]
1062602	lp_1697	No pathway found	[]
1062607	lp_1698	No pathway found	[]
1061841	lp_1699	No pathway found	[]
1061887	lp_1700	No pathway found	[]
1062597	lp_1701	No pathway found	[]
1061876	lp_1702	No pathway found	[]
1061943	lp_1703	No pathway found	[]
1062592	lp_1704	No pathway found	[]
1061871	lp_1705	No pathway found	[]
1062026	lp_1706	No pathway found	[]
1063998	lp_1708	No pathway found	[]
1064019	lp_1709	No pathway found	[]
1063963	lp_1711	No pathway found	[]
1064020	lp_1712	{'lpl00362': 'Benzoate degradation', 'lpl00622': 'Xylene degradation', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01220': 'Degradation of aromatic compounds'}	[]
1064022	lp_1713	{'lpl00300': 'Lysine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063951	lp_1715	{'lpl00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1063962	lp_1716	No pathway found	[]
1063948	lp_1717	No pathway found	[]
1063982	lp_1718	No pathway found	[]
1063983	lp_1721	No pathway found	[]
1063947	lp_1722	No pathway found	[]
1063950	lp_1723	{'lpl00740': 'Riboflavin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1063932	lp_1724	No pathway found	[]
1063938	lp_1726	No pathway found	[]
1063940	lp_1729	No pathway found	[]
1063922	lp_1731	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00052': 'Galactose metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063920	lp_1732	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063929	lp_1733	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063930	lp_1734	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063912	lp_1735	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063919	lp_1737	No pathway found	[]
1063921	lp_1738	No pathway found	[]
1063924	lp_1739	No pathway found	[]
1063893	lp_1741	No pathway found	[]
1063892	lp_1744	{'lpl02010': 'ABC transporters'}	[]
1063905	lp_1745	{'lpl02010': 'ABC transporters'}	[]
1063890	lp_1746	{'lpl02010': 'ABC transporters'}	[]
1063908	lp_1747	No pathway found	[]
1063909	lp_1748	{'lpl02010': 'ABC transporters'}	[]
1063882	lp_1749	{'lpl02010': 'ABC transporters'}	[]
1063881	lp_1750	{'lpl02010': 'ABC transporters'}	[]
1063887	lp_1751	{'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01501': 'beta-Lactam resistance'}	[]
1063877	lp_1752	No pathway found	[]
1063891	lp_1753	No pathway found	[]
1063866	lp_1754	No pathway found	[]
1063865	lp_1756	No pathway found	[]
1063876	lp_1760	No pathway found	[]
11933318	lp_1762	No pathway found	[]
11933319	lp_1763	No pathway found	[]
1063880	lp_1779	{'lpl00670': 'One carbon pool by folate', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01200': 'Carbon metabolism'}	[]
1063852	lp_1780	{'lpl03060': 'Protein export'}	[]
1063791	lp_1781	No pathway found	[]
1063802	lp_1782	{'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063803	lp_1783	{'lpl00240': 'Pyrimidine metabolism', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063790	lp_1784	No pathway found	[]
1063784	lp_1785	No pathway found	[]
1063794	lp_1786	No pathway found	[]
1063774	lp_1787	No pathway found	[]
1061589	lp_1788	No pathway found	[]
1061605	lp_1789	No pathway found	[]
1061596	lp_1790	No pathway found	[]
1061593	lp_1793	No pathway found	[]
1061602	lp_1795	No pathway found	[]
1061580	lp_1796	No pathway found	[]
1061578	lp_1797	No pathway found	[]
1061594	lp_1798	No pathway found	[]
1061581	lp_1801	No pathway found	[]
1061591	lp_1803	No pathway found	[]
1061567	lp_1805	No pathway found	[]
1061582	lp_1806	No pathway found	[]
1061562	lp_1807	No pathway found	[]
1061579	lp_1809	No pathway found	[]
1061558	lp_1812	No pathway found	[]
1061572	lp_1813	No pathway found	[]
1061560	lp_1814	No pathway found	[]
1061545	lp_1815	No pathway found	[]
